Timestamp,"What’s your total salary in US dollars, ANNUAL BEFORE TAXES?",Your country,Zipcode,Primary database,Years of experience with DB,Other databases ,Job type,Job title,Do you manage other staff?,Years of service,How many other people on your team do the same job as you?,Number of database servers,Highest level of higher education completed,Is your college degree computer-related?,Do you hold industry certifications?,How many hours do you work per week?,Number of days do you work from home?,Employer sector,Are you looking for another job right now?,What are your career plans for the year 2018?,To which gender do you most identify?,Other job duties,What kinds of work do you do?
12/13/2017 0:59,47000,Germany,,Microsoft SQL Server,15,None,Full time employee,Developer: T-SQL,No,15,2,7,Bachelors (4 years),No,"Yes, and they're currently valid",43,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Projects
12/13/2017 1:07,35407,United Kingdom,CH2,Microsoft SQL Server,2,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,2,None,95,Associates (2 years),No,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Local government,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management"
12/13/2017 1:14,60000,Sweden,72347,Microsoft SQL Server,20,"Oracle, Microsoft Access, SAP",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,20,More than 5,15,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",State/province government,No,"Stay with the same employer, but change roles",Male,Architect,"Build scripts & automation tools, Manual tasks"
12/13/2017 1:15,60000,United Kingdom,,Microsoft SQL Server,20,"MySQL/MariaDB, SAP, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,More than 5,200,None (no degree completed),Yes,"No, I never have",37,1,"Education (K-12, college, university)","Yes, but only passively (just curious)",Prefer not to say,Male,Engineer,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D"
12/13/2017 1:19,54000,Bulgaria,1000,Microsoft SQL Server,14,None,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,4,1,40,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, R&D"
12/13/2017 1:22,49000,Spain,,Microsoft SQL Server,6,Oracle,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,20,2,100,None (no degree completed),N/A,"No, I never have",40,1,Private business,No,"Stay with the same employer, same role",Male,Engineer,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/13/2017 1:37,12500,India,,Microsoft SQL Server,6,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,1,6,Bachelors (4 years),Yes,"Yes, and they're currently valid",9,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks"
12/13/2017 1:42,122000,United Kingdom,,Microsoft SQL Server,15,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,4,2,20,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Analyst, Architect","Build scripts & automation tools, Projects, R&D"
12/13/2017 1:45,49000,South Africa,8000,Microsoft SQL Server,20,Sybase,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,None,50,Associates (2 years),Yes,"Yes, and they're currently valid",50,2,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Build scripts & automation tools
12/13/2017 1:47,76000,Belgium,,Microsoft SQL Server,8,Azure SQL DB,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,10,1,5,Masters,Yes,"Yes, and they're currently valid",40,1,Private business,No,"Stay with the same employer, same role",Male,"Architect, Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, Training/teaching"
12/13/2017 1:49,73000,United Kingdom,WA,Microsoft SQL Server,8,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee,Architect,No,2,1,20,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, On-call as part of a rotation, Projects"
12/13/2017 1:52,61000,Guernsey,,Microsoft SQL Server,12,None,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,12,2,60,Bachelors (4 years),No,"No, I never have",45,5 or more,Private business,No,Prefer not to say,Male,,"Build scripts & automation tools, On-call as part of a rotation, Projects"
12/13/2017 1:52,50000,United Kingdom,NG,Microsoft SQL Server,3,"Microsoft Access, Azure SQL DB",Full time employee,Developer: T-SQL,No,3,None,6,Bachelors (4 years),No,"Yes, and they're currently valid",42,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching"
12/13/2017 1:58,74610,United Kingdom,,Microsoft SQL Server,20,"Microsoft Access, Azure SQL DB",Full time employee,Manager,Yes,10,3,4,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL",
12/13/2017 2:03,66000,United Kingdom,,Microsoft SQL Server,14,"MongoDB, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,4,1,25,None (no degree completed),No,"Yes, and they're currently valid",37,1,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, R&D"
12/13/2017 2:06,35000,United Kingdom,SA11,Microsoft SQL Server,1,None,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,25,None,6,None (no degree completed),N/A,"No, I never have",37,"None, or less than 1 day per week",State/province government,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Projects"
12/13/2017 2:16,48000,United Kingdom,BS,Microsoft SQL Server,12,"Microsoft Access, SQLite, Azure SQL DB",Full time employee,"Developer: App code (C#, JS, etc)",No,5,1,4,None (no degree completed),N/A,"Yes, but they expired",35,1,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Projects
12/13/2017 2:16,52000,United Kingdom,BH1,Microsoft SQL Server,7,"Oracle, PostgreSQL",Full time employee,Analyst,No,3,2,15,Associates (2 years),N/A,"Yes, and they're currently valid",37,"None, or less than 1 day per week","Education (K-12, college, university)",No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D"
12/13/2017 2:19,116000,Switzerland,3000,Microsoft SQL Server,15,Azure SQL DB,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,1,60,None (no degree completed),N/A,"Yes, but they expired",42,"None, or less than 1 day per week",State/province government,"Yes, but only passively (just curious)",Change both employers and roles,Male,Engineer,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching"
12/13/2017 2:20,17667,Poland,41-500,Microsoft SQL Server,3,None,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,3,None,50,Masters,No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Engineer,"Manual tasks, On-call 24/7/365"
12/13/2017 2:23,85000,United Kingdom,,Microsoft SQL Server,10,"MySQL/MariaDB, Cloudera Hadoop / Hive",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,15,1,10,Bachelors (4 years),No,"No, I never have",50,2,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching"
12/13/2017 2:24,45000,France,70200,Oracle,17,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, DB2, Elasticsearch, 4D",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,None,100,Masters,Yes,"Yes, but they expired",37,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"Architect, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/13/2017 2:33,50393,United Kingdom,le5,Microsoft SQL Server,11,Microsoft Access,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,11,None,4,Bachelors (4 years),Yes,"Yes, and they're currently valid",35,1,Non-profit,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)",
12/13/2017 2:34,29260,Italy,31052,Microsoft SQL Server,8,"Microsoft SQL Server, PostgreSQL, DB2, SQLite, Azure SQL DB",Full time employee,Developer: T-SQL,No,6,4,30,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Manual tasks
12/13/2017 2:38,57000,Romania,,Microsoft SQL Server,10,"Oracle, Progress OpenEdge",Full time employee,Architect,No,6,1,100,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,No,Prefer not to say,Male,"Analyst, DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Projects, R&D, Training/teaching"
12/13/2017 2:41,126000,Iceland,101,Microsoft SQL Server,19,"PostgreSQL, Microsoft Access, Azure SQL DB",Full time employee,Architect,No,3,None,80,Bachelors (4 years),Yes,"Yes, but they expired",60,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: App code (C#, JS, etc), Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching"
12/13/2017 2:42,86000,United Kingdom,,Microsoft SQL Server,8,"Oracle, Microsoft Access, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,2,2,100,Masters,Yes,"Yes, but they expired",38,"None, or less than 1 day per week",Private business,No,Prefer not to say,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Engineer","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects"
